

Año: 2019 Mes: 1

FECHA            LICENCIA                        NOMBRE                         FALTA
2019/09/20       15559308     ZAMORA ZAVALETA RONAL MANUEL                                       161
2019/09/22       82870470     ZAMORA ZAVALETA RONAL MANUEL                                       106
2019/09/23       35671623     ZAMORA ZAVALETA RONAL MANUEL                                       321
2019/09/23       96693273     ZAMORA ZAVALETA RONAL MANUEL                                       311
2019/09/24       89941095     ZAMORA ZAVALETA RONAL MANUEL                                       131
2019/09/25       89941095     ZAMORA ZAVALETA RONAL MANUEL                                       134
2019/09/25       77367073     ZAMORA ZAVALETA RONAL MANUEL                                       157
2019/09/26       54141214     ZAMORA ZAVALETA RONAL MANUEL                                       333
2019/09/26       38862473     ZAMORA ZAVALETA RONAL MANUEL                                       321
2019/09/26       35912665     ZAMORA ZAVALETA RONAL MANUEL                                       339
2019/09/27       15559308     ZAMORA ZAVALETA RONAL MANUEL                                       140
2019/09/27       63291514     ZAMORA ZAVALETA RONAL MANUEL                                       124
2019/09/28       69252518     ZAMORA ZAVALETA RONAL MANUEL                                       305
2019/09/28       50201756     ZAMORA ZAVALETA RONAL MANUEL                                       106
2019/09/28       90467829     ZAMORA ZAVALETA RONAL MANUEL                                       327
2019/09/28       54447051     ZAMORA ZAVALETA RONAL MANUEL                                       150
2019/09/28       50200823     ZAMORA ZAVALETA RONAL MANUEL                                       111
2019/09/29       64178096     ZAMORA ZAVALETA RONAL MANUEL                                       322
2019/09/30       99950484     ZAMORA ZAVALETA RONAL MANUEL                                       329
========================================================================================================================================================================================================


Año: 2019 Mes: 10

FECHA            LICENCIA                        NOMBRE                         FALTA
========================================================================================================================================================================================================
2019/10/01       53374153     ZAMORA ZAVALETA RONAL MANUEL                                       305
2019/10/01       54447051     ZAMORA ZAVALETA RONAL MANUEL                                       133
2019/10/02       70414420     ZAMORA ZAVALETA RONAL MANUEL                                       144
2019/10/03       88167677     ZAMORA ZAVALETA RONAL MANUEL                                       160
2019/10/03       87282766     ZAMORA ZAVALETA RONAL MANUEL                                       306
2019/10/03       75348522     ZAMORA ZAVALETA RONAL MANUEL                                       157
2019/10/04       64178096     ZAMORA ZAVALETA RONAL MANUEL                                       207
2019/10/04       82031355     ZAMORA ZAVALETA RONAL MANUEL                                       305
2019/10/05       24859596     ZAMORA ZAVALETA RONAL MANUEL                                       310
2019/10/06       44188994     ZAMORA ZAVALETA RONAL MANUEL                                       126
2019/10/07       81799482     ZAMORA ZAVALETA RONAL MANUEL                                       309
2019/10/07       34248357     ZAMORA ZAVALETA RONAL MANUEL                                       305
2019/10/07       49428502     ZAMORA ZAVALETA RONAL MANUEL                                       306
2019/10/08       77763722     ZAMORA ZAVALETA RONAL MANUEL                                       129
2019/10/08       15029228     ZAMORA ZAVALETA RONAL MANUEL                                       144
2019/10/09       48878256     ZAMORA ZAVALETA RONAL MANUEL                                       137
2019/10/11       88854166     ZAMORA ZAVALETA RONAL MANUEL                                       164
2019/10/12       30441350     ZAMORA ZAVALETA RONAL MANUEL                                       339
2019/10/12       70414420     ZAMORA ZAVALETA RONAL MANUEL                                       331
2019/10/13       50200823     ZAMORA ZAVALETA RONAL MANUEL                                       138
2019/10/14       35912665     ZAMORA ZAVALETA RONAL MANUEL                                       156
2019/10/17       99950484     ZAMORA ZAVALETA RONAL MANUEL                                       101
2019/10/17       63736112     ZAMORA ZAVALETA RONAL MANUEL                                       325
2019/10/18       48878256     ZAMORA ZAVALETA RONAL MANUEL                                       145
2019/10/18       32090869     ZAMORA ZAVALETA RONAL MANUEL                                       145
2019/10/18       70414420     ZAMORA ZAVALETA RONAL MANUEL                                       112
2019/10/19       35297848     ZAMORA ZAVALETA RONAL MANUEL                                       335
2019/10/19       60784914     ZAMORA ZAVALETA RONAL MANUEL                                       319
2019/10/20       60335381     ZAMORA ZAVALETA RONAL MANUEL                                       118
2019/10/21       63736112     ZAMORA ZAVALETA RONAL MANUEL                                       302
2019/10/21       47528229     ZAMORA ZAVALETA RONAL MANUEL                                       158
2019/10/23       82031355     ZAMORA ZAVALETA RONAL MANUEL                                       165
2019/10/23       52002275     ZAMORA ZAVALETA RONAL MANUEL                                       154
2019/10/23       67185679     ZAMORA ZAVALETA RONAL MANUEL                                       135
2019/10/24       73972114     ZAMORA ZAVALETA RONAL MANUEL                                       144
2019/10/25       84186239     ZAMORA ZAVALETA RONAL MANUEL                                       158
2019/10/26       80310768     ZAMORA ZAVALETA RONAL MANUEL                                       341
2019/10/27       85501710     ZAMORA ZAVALETA RONAL MANUEL                                       112
2019/10/27       39544560     ZAMORA ZAVALETA RONAL MANUEL                                       127
2019/10/27       16477908     ZAMORA ZAVALETA RONAL MANUEL                                       104
2019/10/27       48878256     ZAMORA ZAVALETA RONAL MANUEL                                       118
2019/10/28       31205866     ZAMORA ZAVALETA RONAL MANUEL                                       129
2019/10/29       85501710     ZAMORA ZAVALETA RONAL MANUEL                                       203
2019/10/29       87282766     ZAMORA ZAVALETA RONAL MANUEL                                       154
2019/10/29       54447051     ZAMORA ZAVALETA RONAL MANUEL                                       105
2019/10/31       64532449     ZAMORA ZAVALETA RONAL MANUEL                                       122
2019/10/31       60784914     ZAMORA ZAVALETA RONAL MANUEL                                       165
2019/10/31       50200823     ZAMORA ZAVALETA RONAL MANUEL                                       139
========================================================================================================================================================================================================


Año: 2019 Mes: 11

FECHA            LICENCIA                        NOMBRE                         FALTA
========================================================================================================================================================================================================
2019/11/01       50200823     ZAMORA ZAVALETA RONAL MANUEL                                       114
2019/11/02       63736112     ZAMORA ZAVALETA RONAL MANUEL                                       147
2019/11/02       28820944     ZAMORA ZAVALETA RONAL MANUEL                                       131
2019/11/02       74325123     ZAMORA ZAVALETA RONAL MANUEL                                       306
2019/11/02       79766395     ZAMORA ZAVALETA RONAL MANUEL                                       149
2019/11/04       71578206     ZAMORA ZAVALETA RONAL MANUEL                                       111
2019/11/04       15115705     ZAMORA ZAVALETA RONAL MANUEL                                       163
2019/11/04       48450395     ZAMORA ZAVALETA RONAL MANUEL                                       147
2019/11/05       48450395     ZAMORA ZAVALETA RONAL MANUEL                                       325
2019/11/06       32244565     ZAMORA ZAVALETA RONAL MANUEL                                       123
2019/11/07       32244565     ZAMORA ZAVALETA RONAL MANUEL                                       316
2019/11/07       19963454     ZAMORA ZAVALETA RONAL MANUEL                                       315
2019/11/08       81528434     ZAMORA ZAVALETA RONAL MANUEL                                       133
2019/11/12       96693273     ZAMORA ZAVALETA RONAL MANUEL                                       142
2019/11/12       80457845     ZAMORA ZAVALETA RONAL MANUEL                                       323
2019/11/12       77763722     ZAMORA ZAVALETA RONAL MANUEL                                       337
2019/11/13       68303148     ZAMORA ZAVALETA RONAL MANUEL                                       160
2019/11/14       69252518     ZAMORA ZAVALETA RONAL MANUEL                                       142
2019/11/16       47528229     ZAMORA ZAVALETA RONAL MANUEL                                       330
2019/11/16       51929951     ZAMORA ZAVALETA RONAL MANUEL                                       149
2019/11/17       30046639     ZAMORA ZAVALETA RONAL MANUEL                                       160
2019/11/17       16925690     ZAMORA ZAVALETA RONAL MANUEL                                       166
2019/11/18       32244565     ZAMORA ZAVALETA RONAL MANUEL                                       335
2019/11/19       27185429     ZAMORA ZAVALETA RONAL MANUEL                                       151
2019/11/19       79641328     ZAMORA ZAVALETA RONAL MANUEL                                       148
2019/11/20       32244565     ZAMORA ZAVALETA RONAL MANUEL                                       155
2019/11/21       19963454     ZAMORA ZAVALETA RONAL MANUEL                                       111
2019/11/22       26522329     ZAMORA ZAVALETA RONAL MANUEL                                       101
2019/11/22       77763722     ZAMORA ZAVALETA RONAL MANUEL                                       324
2019/11/23       27185429     ZAMORA ZAVALETA RONAL MANUEL                                       332
2019/11/25       60784914     ZAMORA ZAVALETA RONAL MANUEL                                       116
2019/11/26       15559308     ZAMORA ZAVALETA RONAL MANUEL                                       133
2019/11/26       99950484     ZAMORA ZAVALETA RONAL MANUEL                                       333
2019/11/27       15559308     ZAMORA ZAVALETA RONAL MANUEL                                       164
2019/11/27       82031355     ZAMORA ZAVALETA RONAL MANUEL                                       334
2019/11/27       35671623     ZAMORA ZAVALETA RONAL MANUEL                                       315
2019/11/27       89314225     ZAMORA ZAVALETA RONAL MANUEL                                       151
2019/11/29       49927087     ZAMORA ZAVALETA RONAL MANUEL                                       137
2019/11/29       82031355     ZAMORA ZAVALETA RONAL MANUEL                                       165
========================================================================================================================================================================================================


Año: 2019 Mes: 12

FECHA            LICENCIA                        NOMBRE                         FALTA
========================================================================================================================================================================================================
2019/12/03       29989682     ZAMORA ZAVALETA RONAL MANUEL                                       302
2019/12/04       87495937     ZAMORA ZAVALETA RONAL MANUEL                                       324
2019/12/05       77367073     ZAMORA ZAVALETA RONAL MANUEL                                       127
2019/12/05       47844324     ZAMORA ZAVALETA RONAL MANUEL                                       205
2019/12/06       86718074     ZAMORA ZAVALETA RONAL MANUEL                                       104
2019/12/07       75945248     ZAMORA ZAVALETA RONAL MANUEL                                       307
2019/12/10       80457845     ZAMORA ZAVALETA RONAL MANUEL                                       133
2019/12/10       15029228     ZAMORA ZAVALETA RONAL MANUEL                                       201
2019/12/15       35912665     ZAMORA ZAVALETA RONAL MANUEL                                       155
2019/12/16       77367073     ZAMORA ZAVALETA RONAL MANUEL                                       134
2019/12/16       64532449     ZAMORA ZAVALETA RONAL MANUEL                                       149
2019/12/17       12270502     ZAMORA ZAVALETA RONAL MANUEL                                       330
2019/12/17       34976629     ZAMORA ZAVALETA RONAL MANUEL                                       201
2019/12/18       54447051     ZAMORA ZAVALETA RONAL MANUEL                                       132
2019/12/18       16136330     ZAMORA ZAVALETA RONAL MANUEL                                       118
2019/12/19       35912665     ZAMORA ZAVALETA RONAL MANUEL                                       136
2019/12/20       32244565     ZAMORA ZAVALETA RONAL MANUEL                                       208
2019/12/20       47528229     ZAMORA ZAVALETA RONAL MANUEL                                       302
2019/12/21       12270502     ZAMORA ZAVALETA RONAL MANUEL                                       104
2019/12/21       87495937     ZAMORA ZAVALETA RONAL MANUEL                                       131
2019/12/22       53853385     ZAMORA ZAVALETA RONAL MANUEL                                       146
2019/12/22       15029228     ZAMORA ZAVALETA RONAL MANUEL                                       322
2019/12/23       26522329     ZAMORA ZAVALETA RONAL MANUEL                                       122
2019/12/25       86718074     ZAMORA ZAVALETA RONAL MANUEL                                       151
2019/12/25       27864822     ZAMORA ZAVALETA RONAL MANUEL                                       134
2019/12/26       35671623     ZAMORA ZAVALETA RONAL MANUEL                                       328
2019/12/30       16477908     ZAMORA ZAVALETA RONAL MANUEL                                       146
2019/12/31       31107104     ZAMORA ZAVALETA RONAL MANUEL                                       154
2019/12/31       60335381     ZAMORA ZAVALETA RONAL MANUEL                                       114
2019/12/31       73567806     ZAMORA ZAVALETA RONAL MANUEL                                       124
========================================================================================================================================================================================================


Año: 2020 Mes: 1

FECHA            LICENCIA                        NOMBRE                         FALTA
========================================================================================================================================================================================================
2020/01/01       58992942     ZAMORA ZAVALETA RONAL MANUEL                                       123
2020/01/02       45043076     ZAMORA ZAVALETA RONAL MANUEL                                       134
2020/01/02       29989682     ZAMORA ZAVALETA RONAL MANUEL                                       206
2020/01/03       82031355     ZAMORA ZAVALETA RONAL MANUEL                                       305
2020/01/04       88167677     ZAMORA ZAVALETA RONAL MANUEL                                       128
2020/01/04       79641328     ZAMORA ZAVALETA RONAL MANUEL                                       339
2020/01/06       89941095     ZAMORA ZAVALETA RONAL MANUEL                                       314
2020/01/06       34976629     ZAMORA ZAVALETA RONAL MANUEL                                       320
2020/01/06       73357516     ZAMORA ZAVALETA RONAL MANUEL                                       112
2020/01/07       87495937     ZAMORA ZAVALETA RONAL MANUEL                                       124
2020/01/08       31107104     ZAMORA ZAVALETA RONAL MANUEL                                       148
2020/01/08       81485316     ZAMORA ZAVALETA RONAL MANUEL                                       324
2020/01/09       87282766     ZAMORA ZAVALETA RONAL MANUEL                                       331
2020/01/10       34248357     ZAMORA ZAVALETA RONAL MANUEL                                       313
2020/01/10       53853385     ZAMORA ZAVALETA RONAL MANUEL                                       307
2020/01/10       77367073     ZAMORA ZAVALETA RONAL MANUEL                                       104
2020/01/11       21621497     ZAMORA ZAVALETA RONAL MANUEL                                       136
2020/01/11       79641328     ZAMORA ZAVALETA RONAL MANUEL                                       103
2020/01/11       39544560     ZAMORA ZAVALETA RONAL MANUEL                                       313
2020/01/12       49927087     ZAMORA ZAVALETA RONAL MANUEL                                       112
2020/01/13       82870470     ZAMORA ZAVALETA RONAL MANUEL                                       103
2020/01/13       13628871     ZAMORA ZAVALETA RONAL MANUEL                                       302
2020/01/15       73972114     ZAMORA ZAVALETA RONAL MANUEL                                       131
2020/01/15       79672079     ZAMORA ZAVALETA RONAL MANUEL                                       119
2020/01/15       53853385     ZAMORA ZAVALETA RONAL MANUEL                                       306
2020/01/16       53853385     ZAMORA ZAVALETA RONAL MANUEL                                       150
2020/01/18       27864822     ZAMORA ZAVALETA RONAL MANUEL                                       158
2020/01/19       71832810     ZAMORA ZAVALETA RONAL MANUEL                                       154
2020/01/19       25518120     ZAMORA ZAVALETA RONAL MANUEL                                       123
2020/01/19       13628871     ZAMORA ZAVALETA RONAL MANUEL                                       142
2020/01/20       54141214     ZAMORA ZAVALETA RONAL MANUEL                                       330
2020/01/20       67185679     ZAMORA ZAVALETA RONAL MANUEL                                       206
2020/01/21       27864822     ZAMORA ZAVALETA RONAL MANUEL                                       145
2020/01/21       77763722     ZAMORA ZAVALETA RONAL MANUEL                                       339
2020/01/22       79766395     ZAMORA ZAVALETA RONAL MANUEL                                       322
2020/01/22       73567806     ZAMORA ZAVALETA RONAL MANUEL                                       305
2020/01/22       81528434     ZAMORA ZAVALETA RONAL MANUEL                                       150
2020/01/23       73567806     ZAMORA ZAVALETA RONAL MANUEL                                       341
2020/01/23       48878256     ZAMORA ZAVALETA RONAL MANUEL                                       115
2020/01/24       19963454     ZAMORA ZAVALETA RONAL MANUEL                                       314
2020/01/24       32244565     ZAMORA ZAVALETA RONAL MANUEL                                       321
2020/01/24       73567806     ZAMORA ZAVALETA RONAL MANUEL                                       309
2020/01/25       73567806     ZAMORA ZAVALETA RONAL MANUEL                                       105
2020/01/26       36079131     ZAMORA ZAVALETA RONAL MANUEL                                       166
2020/01/26       81528434     ZAMORA ZAVALETA RONAL MANUEL                                       309
2020/01/26       73972114     ZAMORA ZAVALETA RONAL MANUEL                                       326
2020/01/27       89314225     ZAMORA ZAVALETA RONAL MANUEL                                       164
2020/01/27       97849227     ZAMORA ZAVALETA RONAL MANUEL                                       126
2020/01/27       77763722     ZAMORA ZAVALETA RONAL MANUEL                                       309
2020/01/27       32090869     ZAMORA ZAVALETA RONAL MANUEL                                       312
2020/01/27       60784914     ZAMORA ZAVALETA RONAL MANUEL                                       205
2020/01/29       31107104     ZAMORA ZAVALETA RONAL MANUEL                                       158
2020/01/29       29833157     ZAMORA ZAVALETA RONAL MANUEL                                       134
2020/01/30       19963454     ZAMORA ZAVALETA RONAL MANUEL                                       307
========================================================================================================================================================================================================


Año: 2020 Mes: 2

FECHA            LICENCIA                        NOMBRE                         FALTA
========================================================================================================================================================================================================
2020/02/01       29833157     ZAMORA ZAVALETA RONAL MANUEL                                       312
2020/02/02       27185429     ZAMORA ZAVALETA RONAL MANUEL                                       125
2020/02/02       75348522     ZAMORA ZAVALETA RONAL MANUEL                                       142
2020/02/03       88167677     ZAMORA ZAVALETA RONAL MANUEL                                       123
2020/02/04       37080813     ZAMORA ZAVALETA RONAL MANUEL                                       149
2020/02/04       73357516     ZAMORA ZAVALETA RONAL MANUEL                                       170
2020/02/04       30441350     ZAMORA ZAVALETA RONAL MANUEL                                       328
2020/02/04       30046639     ZAMORA ZAVALETA RONAL MANUEL                                       131
2020/02/05       80457845     ZAMORA ZAVALETA RONAL MANUEL                                       150
2020/02/05       52002275     ZAMORA ZAVALETA RONAL MANUEL                                       149
2020/02/05       26522329     ZAMORA ZAVALETA RONAL MANUEL                                       339
2020/02/05       64532449     ZAMORA ZAVALETA RONAL MANUEL                                       103
2020/02/05       90467829     ZAMORA ZAVALETA RONAL MANUEL                                       136
2020/02/05       32244565     ZAMORA ZAVALETA RONAL MANUEL                                       315
2020/02/06       32244565     ZAMORA ZAVALETA RONAL MANUEL                                       125
2020/02/06       88167677     ZAMORA ZAVALETA RONAL MANUEL                                       310
2020/02/07       53853385     ZAMORA ZAVALETA RONAL MANUEL                                       121
2020/02/08       52002275     ZAMORA ZAVALETA RONAL MANUEL                                       203
2020/02/08       79641328     ZAMORA ZAVALETA RONAL MANUEL                                       315
2020/02/10       34976629     ZAMORA ZAVALETA RONAL MANUEL                                       144
2020/02/10       37080813     ZAMORA ZAVALETA RONAL MANUEL                                       145
2020/02/12       16925690     ZAMORA ZAVALETA RONAL MANUEL                                       128
2020/02/12       88167677     ZAMORA ZAVALETA RONAL MANUEL                                       338
2020/02/12       80457845     ZAMORA ZAVALETA RONAL MANUEL                                       104
2020/02/14       16925690     ZAMORA ZAVALETA RONAL MANUEL                                       143
2020/02/14       34248357     ZAMORA ZAVALETA RONAL MANUEL                                       151
2020/02/15       87495937     ZAMORA ZAVALETA RONAL MANUEL                                       155
2020/02/15       73972114     ZAMORA ZAVALETA RONAL MANUEL                                       133
2020/02/17       71578206     ZAMORA ZAVALETA RONAL MANUEL                                       120
2020/02/17       31205866     ZAMORA ZAVALETA RONAL MANUEL                                       166
2020/02/17       79641328     ZAMORA ZAVALETA RONAL MANUEL                                       202
2020/02/18       66849703     ZAMORA ZAVALETA RONAL MANUEL                                       139
2020/02/18       74325123     ZAMORA ZAVALETA RONAL MANUEL                                       158
2020/02/19       30441350     ZAMORA ZAVALETA RONAL MANUEL                                       154
2020/02/19       58992942     ZAMORA ZAVALETA RONAL MANUEL                                       329
2020/02/20       77367073     ZAMORA ZAVALETA RONAL MANUEL                                       329
2020/02/20       64532449     ZAMORA ZAVALETA RONAL MANUEL                                       143
2020/02/21       89314225     ZAMORA ZAVALETA RONAL MANUEL                                       341
2020/02/21       34248357     ZAMORA ZAVALETA RONAL MANUEL                                       112
2020/02/22       48450395     ZAMORA ZAVALETA RONAL MANUEL                                       147
2020/02/22       96693273     ZAMORA ZAVALETA RONAL MANUEL                                       123
2020/02/22       27864822     ZAMORA ZAVALETA RONAL MANUEL                                       125
2020/02/22       35671623     ZAMORA ZAVALETA RONAL MANUEL                                       328
2020/02/22       54665716     ZAMORA ZAVALETA RONAL MANUEL                                       130
2020/02/22       73972114     ZAMORA ZAVALETA RONAL MANUEL                                       312
2020/02/23       45043076     ZAMORA ZAVALETA RONAL MANUEL                                       334
2020/02/23       48528209     ZAMORA ZAVALETA RONAL MANUEL                                       153
2020/02/23       77763722     ZAMORA ZAVALETA RONAL MANUEL                                       112
2020/02/24       31205866     ZAMORA ZAVALETA RONAL MANUEL                                       166
2020/02/24       60784914     ZAMORA ZAVALETA RONAL MANUEL                                       306
2020/02/24       97849227     ZAMORA ZAVALETA RONAL MANUEL                                       311
2020/02/25       66849703     ZAMORA ZAVALETA RONAL MANUEL                                       115
2020/02/25       50200823     ZAMORA ZAVALETA RONAL MANUEL                                       306
2020/02/25       85501710     ZAMORA ZAVALETA RONAL MANUEL                                       157
2020/02/25       19963454     ZAMORA ZAVALETA RONAL MANUEL                                       131
2020/02/26       70414420     ZAMORA ZAVALETA RONAL MANUEL                                       159
2020/02/26       86429854     ZAMORA ZAVALETA RONAL MANUEL                                       104
2020/02/26       24859596     ZAMORA ZAVALETA RONAL MANUEL                                       101
2020/02/27       27185429     ZAMORA ZAVALETA RONAL MANUEL                                       337
2020/02/27       12858682     ZAMORA ZAVALETA RONAL MANUEL                                       318
2020/02/28       58992942     ZAMORA ZAVALETA RONAL MANUEL                                       102
2020/02/28       67185679     ZAMORA ZAVALETA RONAL MANUEL                                       316
2020/02/29       34248357     ZAMORA ZAVALETA RONAL MANUEL                                       158
========================================================================================================================================================================================================


Año: 2020 Mes: 3

FECHA            LICENCIA                        NOMBRE                         FALTA
========================================================================================================================================================================================================
2020/03/01       74325123     ZAMORA ZAVALETA RONAL MANUEL                                       121
2020/03/01       49428502     ZAMORA ZAVALETA RONAL MANUEL                                       126
2020/03/02       47528229     ZAMORA ZAVALETA RONAL MANUEL                                       312
2020/03/02       28820944     ZAMORA ZAVALETA RONAL MANUEL                                       138
2020/03/02       42956681     ZAMORA ZAVALETA RONAL MANUEL                                       332
2020/03/03       82870470     ZAMORA ZAVALETA RONAL MANUEL                                       143
2020/03/03       48878256     ZAMORA ZAVALETA RONAL MANUEL                                       203
2020/03/04       60784914     ZAMORA ZAVALETA RONAL MANUEL                                       117
2020/03/04       63736112     ZAMORA ZAVALETA RONAL MANUEL                                       115
2020/03/04       79766395     ZAMORA ZAVALETA RONAL MANUEL                                       208
2020/03/05       64178096     ZAMORA ZAVALETA RONAL MANUEL                                       204
2020/03/05       29989682     ZAMORA ZAVALETA RONAL MANUEL                                       310
2020/03/06       80457845     ZAMORA ZAVALETA RONAL MANUEL                                       109
2020/03/06       79672079     ZAMORA ZAVALETA RONAL MANUEL                                       142
2020/03/07       15559308     ZAMORA ZAVALETA RONAL MANUEL                                       133
2020/03/08       27864822     ZAMORA ZAVALETA RONAL MANUEL                                       125
2020/03/08       30441350     ZAMORA ZAVALETA RONAL MANUEL                                       331
2020/03/09       15559308     ZAMORA ZAVALETA RONAL MANUEL                                       309
2020/03/10       67185679     ZAMORA ZAVALETA RONAL MANUEL                                       122
2020/03/11       12858682     ZAMORA ZAVALETA RONAL MANUEL                                       308
2020/03/11       48528209     ZAMORA ZAVALETA RONAL MANUEL                                       148
2020/03/12       86718074     ZAMORA ZAVALETA RONAL MANUEL                                       102
2020/03/12       73357516     ZAMORA ZAVALETA RONAL MANUEL                                       139
2020/03/12       29989682     ZAMORA ZAVALETA RONAL MANUEL                                       324
2020/03/12       48450395     ZAMORA ZAVALETA RONAL MANUEL                                       317
2020/03/13       82031355     ZAMORA ZAVALETA RONAL MANUEL                                       166
2020/03/13       73567806     ZAMORA ZAVALETA RONAL MANUEL                                       203
2020/03/14       54141214     ZAMORA ZAVALETA RONAL MANUEL                                       104
2020/03/14       49927087     ZAMORA ZAVALETA RONAL MANUEL                                       207
2020/03/14       73357516     ZAMORA ZAVALETA RONAL MANUEL                                       122
2020/03/15       49927087     ZAMORA ZAVALETA RONAL MANUEL                                       208
2020/03/15       67185679     ZAMORA ZAVALETA RONAL MANUEL                                       127
2020/03/17       30441350     ZAMORA ZAVALETA RONAL MANUEL                                       158
2020/03/17       44188994     ZAMORA ZAVALETA RONAL MANUEL                                       137
2020/03/17       87495937     ZAMORA ZAVALETA RONAL MANUEL                                       158
2020/03/17       77763722     ZAMORA ZAVALETA RONAL MANUEL                                       132
2020/03/17       52003695     ZAMORA ZAVALETA RONAL MANUEL                                       141
2020/03/17       29833157     ZAMORA ZAVALETA RONAL MANUEL                                       319
2020/03/18       16477908     ZAMORA ZAVALETA RONAL MANUEL                                       123
2020/03/19       13628871     ZAMORA ZAVALETA RONAL MANUEL                                       302
2020/03/19       80310768     ZAMORA ZAVALETA RONAL MANUEL                                       319
2020/03/20       50200823     ZAMORA ZAVALETA RONAL MANUEL                                       157
2020/03/20       80310768     ZAMORA ZAVALETA RONAL MANUEL                                       163
2020/03/21       13628871     ZAMORA ZAVALETA RONAL MANUEL                                       108
2020/03/23       52002275     ZAMORA ZAVALETA RONAL MANUEL                                       320
2020/03/24       73972114     ZAMORA ZAVALETA RONAL MANUEL                                       105
2020/03/25       27864822     ZAMORA ZAVALETA RONAL MANUEL                                       202
2020/03/25       12270502     ZAMORA ZAVALETA RONAL MANUEL                                       332
2020/03/25       77763722     ZAMORA ZAVALETA RONAL MANUEL                                       143
2020/03/26       82031355     ZAMORA ZAVALETA RONAL MANUEL                                       148
2020/03/26       64178096     ZAMORA ZAVALETA RONAL MANUEL                                       310
2020/03/27       29989682     ZAMORA ZAVALETA RONAL MANUEL                                       127
2020/03/28       47844324     ZAMORA ZAVALETA RONAL MANUEL                                       208
2020/03/28       54141214     ZAMORA ZAVALETA RONAL MANUEL                                       316
2020/03/29       87495937     ZAMORA ZAVALETA RONAL MANUEL                                       150
2020/03/29       38862473     ZAMORA ZAVALETA RONAL MANUEL                                       325
2020/03/29       99950484     ZAMORA ZAVALETA RONAL MANUEL                                       326
2020/03/30       71832810     ZAMORA ZAVALETA RONAL MANUEL                                       160
2020/03/30       30046639     ZAMORA ZAVALETA RONAL MANUEL                                       144
2020/03/31       38862473     ZAMORA ZAVALETA RONAL MANUEL                                       129
========================================================================================================================================================================================================


Año: 2020 Mes: 4

FECHA            LICENCIA                        NOMBRE                         FALTA
========================================================================================================================================================================================================
2020/04/01       81528434     ZAMORA ZAVALETA RONAL MANUEL                                       150
2020/04/02       42956681     ZAMORA ZAVALETA RONAL MANUEL                                       143
2020/04/02       79766395     ZAMORA ZAVALETA RONAL MANUEL                                       302
2020/04/03       35671623     ZAMORA ZAVALETA RONAL MANUEL                                       161
2020/04/03       34976629     ZAMORA ZAVALETA RONAL MANUEL                                       145
2020/04/04       29833157     ZAMORA ZAVALETA RONAL MANUEL                                       307
2020/04/04       79766395     ZAMORA ZAVALETA RONAL MANUEL                                       206
2020/04/05       31205866     ZAMORA ZAVALETA RONAL MANUEL                                       166
2020/04/05       85501710     ZAMORA ZAVALETA RONAL MANUEL                                       320
2020/04/06       29833157     ZAMORA ZAVALETA RONAL MANUEL                                       157
2020/04/06       26522329     ZAMORA ZAVALETA RONAL MANUEL                                       338
2020/04/06       13219606     ZAMORA ZAVALETA RONAL MANUEL                                       145
2020/04/07       68310808     ZAMORA ZAVALETA RONAL MANUEL                                       114
2020/04/08       82031355     ZAMORA ZAVALETA RONAL MANUEL                                       113
2020/04/08       79641328     ZAMORA ZAVALETA RONAL MANUEL                                       204
2020/04/09       88167677     ZAMORA ZAVALETA RONAL MANUEL                                       118
2020/04/09       49428502     ZAMORA ZAVALETA RONAL MANUEL                                       125
2020/04/10       86429854     ZAMORA ZAVALETA RONAL MANUEL                                       306
2020/04/11       86429854     ZAMORA ZAVALETA RONAL MANUEL                                       154
2020/04/11       16925690     ZAMORA ZAVALETA RONAL MANUEL                                       143
2020/04/13       30046639     ZAMORA ZAVALETA RONAL MANUEL                                       146
2020/04/13       12270502     ZAMORA ZAVALETA RONAL MANUEL                                       150
2020/04/13       86429854     ZAMORA ZAVALETA RONAL MANUEL                                       103
2020/04/14       50200823     ZAMORA ZAVALETA RONAL MANUEL                                       315
2020/04/14       12270502     ZAMORA ZAVALETA RONAL MANUEL                                       102
2020/04/14       73567806     ZAMORA ZAVALETA RONAL MANUEL                                       129
2020/04/15       86429854     ZAMORA ZAVALETA RONAL MANUEL                                       338
2020/04/16       13219606     ZAMORA ZAVALETA RONAL MANUEL                                       313
2020/04/16       30441350     ZAMORA ZAVALETA RONAL MANUEL                                       154
2020/04/17       81485316     ZAMORA ZAVALETA RONAL MANUEL                                       319
2020/04/17       75945248     ZAMORA ZAVALETA RONAL MANUEL                                       121
2020/04/17       79672079     ZAMORA ZAVALETA RONAL MANUEL                                       162
2020/04/18       80457845     ZAMORA ZAVALETA RONAL MANUEL                                       335
2020/04/18       54141214     ZAMORA ZAVALETA RONAL MANUEL                                       339
2020/04/19       29989682     ZAMORA ZAVALETA RONAL MANUEL                                       158
2020/04/19       68303148     ZAMORA ZAVALETA RONAL MANUEL                                       156
2020/04/21       63736112     ZAMORA ZAVALETA RONAL MANUEL                                       304
2020/04/21       66849703     ZAMORA ZAVALETA RONAL MANUEL                                       124
2020/04/21       67185679     ZAMORA ZAVALETA RONAL MANUEL                                       163
2020/04/22       48450395     ZAMORA ZAVALETA RONAL MANUEL                                       106
2020/04/22       15029228     ZAMORA ZAVALETA RONAL MANUEL                                       328
